,zrun,vrun,zrun2,vrun2,zrun_kd2,vrun_kd2,zrun2_kd2,vrun2_kd2,shapes,shapes_kd2
0,4.826534148496064,0.007087393667900557,5.826533730881142,0.008555816036839482,4.824486814571226,0.007084131642173842,5.289211186672214,0.007766518962488774,1.3332904733793105,1.3330264566446361
1,0.00040665058281564713,1.1737312315945228,1.0004062329675782,2887.51102183516,0.00040659343806030154,1.1736495023488989,0.992727151066848,2865.5497549988722,2.000603279024594,2.000597154254277
2,3.996217506896696,62.71511237090259,4.9962170892817745,78.4087241605266,3.9379724778611283,62.52332398322312,4.931094059303461,78.29114936553134,1.397321753407549,1.3964661387301618
3,293.06475744695354,6.965815970853953,294.06475702933864,6.989584823589806,154.97143512506398,6.866704573538012,155.89350076913797,6.907560827919057,1.0068061478610761,1.0067868131262663
4,15445.133248938659,0.19125661475941164,15446.133248521044,0.19126899772379305,3401.734826464638,0.035511513364186405,3402.5454254208435,0.0355199753981587,1.0001294822593352,1.0001294978651412
5,0.017711016735370518,0.0181544185407838,1.0177105991204527,1.043189357555424,0.01770606653127598,0.018152736555695038,0.5935972419325294,0.6085718888469493,1.9998495120582722,1.9994735179756151
6,0.11505258761574527,14.530490426689063,1.1150521700008227,140.82477601953994,0.11503683796642919,14.529668453902325,1.1144470719153352,140.75966230119676,2.017731210736615,2.0176605345227094
7,0.004541314949501892,85.79022517003965,1.0045408973345755,18976.836165987435,0.00454116743612922,85.78883341175909,1.0045162084875097,18976.678328073576,2.0078698440911813,2.0078697671950008
8,43.06030689103435,1.9462638460105566,44.06030647341943,1.991462386702494,40.54956182229281,1.943248916308566,41.42897950301089,1.985393082071129,1.0453996269421109,1.0453355433855307
9,7.578788652135873,0.041386569842662244,8.578788234520951,0.046847409886981134,7.570052527042236,0.04139226019823888,8.229536028615607,0.04499824742171675,1.2299338551915722,1.2300254425553407
10,20002.978190545018,0.14781650814892677,20003.978190127404,0.14782389787084768,3596.7023208357073,0.026098189181084298,3597.4710954722827,0.026103767520383254,1.0000999800986166,1.0001000023468798
